0 0 0 0 0 0 0 0 0 0 0 0
10.2 0 0 0 0 0 0 0 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0
12.0 0 0 0 0 0 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0
13.8 0 0 0 0 0 0 0 0 0 0 0
14.7 0 0 0 0 0 0 0 0 0 0 0
15.6 0 0 0 0 0 0 0 0 0 0 0
16.6 0 0 0 0 0 0 0 0 0 0 0
17.5 0 0 0 0 0 0 0 0 0 0 0
18.4 0 0 0 0 0 1 0 0 0 0 0
19.3 0 0 0 0 0 1 0 0 0 0 0
20.2 0 0 0 0 0 1 0 0 0 0 0
21.1 0 0 0 0 0 1 0 0 0 0 0
22.0 1 0 0 0 0 1 0 0 0 0 0
23.0 1 1 0 0 0 1 0 0 0 0 0
23.9 1 1 0 0 0 1 0 0 0 0 0
24.8 1 1 0 0 0 1 0 0 0 0 0
25.7 0 1 0 0 0 1 0 0 0 0 0
26.6 0 1 0 0 0 1 0 0 0 0 0
27.5 0 1 0 0 0 1 0 0 0 0 0
28.5 0 1 0 0 0 1 0 0 0 0 0
29.4 0 1 0 0 1 1 0 0 0 0 0
30.3 0 0 0 0 1 1 0 0 0 0 0
31.2 0 0 0 0 1 1 0 0 0 0 0
32.1 0 0 0 0 1 1 0 0 0 0 0
33.0 0 0 0 0 1 1 1 0 0 0 0
34.0 0 0 0 0 1 1 1 0 0 0 0
34.9 0 0 0 0 1 1 1 0 0 0 0
35.8 0 0 0 0 1 1 1 0 0 0 0
36.7 0 0 0 0 1 1 1 0 0 0 0
37.6 0 0 0 0 1 1 1 0 0 1 0
38.5 0 0 0 0 1 1 1 0 0 1 0
39.5 0 0 0 0 1 1 1 0 0 1 0
40.4 0 0 0 0 1 1 1 0 0 1 0
41.3 0 0 0 0 1 1 1 0 0 1 0
42.2 0 0 0 0 1 1 1 0 0 1 0
43.1 0 0 0 0 1 1 1 0 0 0 0
44.0 0 0 0 0 1 1 1 0 0 0 0
45.0 0 0 0 0 1 1 1 0 0 0 0
45.9 0 0 0 0 1 1 1 0 0 1 0
46.8 0 0 0 0 1 1 1 0 0 0 0
47.7 0 0 0 0 1 1 1 0 0 0 0
48.6 0 0 0 0 1 1 1 0 0 0 0
49.5 0 0 0 0 1 1 1 0 0 1 0
50.5 0 0 0 0 1 1 1 0 0 0 0
51.4 0 0 0 0 1 1 1 0 0 1 1
52.3 0 0 0 0 1 1 1 0 0 0 1
53.2 0 0 0 0 1 1 1 0 0 0 1
54.1 0 0 0 0 1 1 1 0 0 0 1
55.0 0 0 0 0 1 1 1 0 0 0 1
55.9 0 0 0 0 1 1 1 0 0 0 1
56.9 0 0 0 0 1 1 1 0 0 0 1
57.8 0 0 0 0 1 1 0 0 0 0 1
58.7 0 0 0 0 1 1 0 0 0 0 1
59.6 0 0 0 0 1 1 0 0 0 0 1
60.5 0 0 0 0 1 1 0 0 0 0 1
61.4 0 0 0 0 1 1 0 0 0 0 1
62.4 0 0 0 0 1 1 0 1 0 0 1
63.3 0 0 0 0 1 1 0 1 0 0 1
64.2 0 0 0 0 1 1 0 1 0 0 1
65.1 0 0 0 0 1 1 0 1 0 0 1
66.0 0 0 0 0 1 1 0 1 0 0 1
66.9 0 0 0 0 1 1 0 1 0 0 1
67.9 0 0 0 0 1 1 0 1 1 0 1
68.8 0 0 0 0 1 1 0 1 1 0 1
69.7 0 0 0 0 1 1 0 1 1 0 1
70.6 0 0 0 0 1 1 0 1 1 0 1
71.5 0 0 0 0 1 1 0 1 0 0 1
72.4 0 0 0 0 1 1 0 1 0 0 1
73.3 0 0 0 0 1 1 0 1 0 0 1
74.3 0 0 0 0 1 1 0 1 0 0 1
75.2 0 0 0 0 1 1 0 0 0 0 1
76.1 0 0 0 0 1 1 0 0 0 0 1
77.0 0 0 0 0 1 1 0 0 0 0 1
77.9 0 0 0 0 1 1 0 0 0 0 1
78.8 0 0 0 0 1 0 0 0 0 0 1
79.8 0 0 0 1 1 0 0 0 0 0 0
80.7 0 0 0 1 1 0 0 0 0 0 0
81.6 0 0 0 1 1 0 0 0 0 0 0
82.5 0 0 0 1 1 0 0 0 0 0 0
83.4 0 0 0 1 0 0 0 0 0 0 0
84.3 0 0 0 1 0 0 0 0 0 0 0
85.2 0 0 0 1 0 0 0 0 0 0 0
86.2 0 0 0 1 0 0 0 0 0 0 0
87.1 0 0 0 1 0 0 0 0 0 0 0
88.0 0 0 0 1 0 1 0 0 0 0 0
88.9 0 0 0 1 0 1 0 0 0 0 0
89.8 0 0 0 1 0 1 0 0 0 0 0
90.7 0 0 1 1 0 1 0 0 0 0 0
91.7 0 0 1 1 0 1 0 0 0 0 0
92.6 0 0 1 0 0 1 0 0 0 0 0
93.5 0 0 1 0 0 1 0 0 0 0 0
94.4 0 0 1 0 0 1 0 0 0 0 0
95.3 0 0 0 0 0 1 0 0 0 0 0
96.2 0 0 0 0 0 1 0 0 0 0 0
97.2 0 0 0 0 0 1 0 0 0 0 0
98.1 0 0 0 0 0 1 0 0 0 0 0
99.0 0 0 0 0 0 1 0 0 0 0 0
99.9 0 0 0 0 0 1 0 0 0 0 0
120  0 0 0 0 0 1 0 0 0 0 0
