2.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
3.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
4.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
5.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
6.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
7.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
8.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
9.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
10.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
11.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
12.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
13.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
14.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
15.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
16.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
17.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
18.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
19.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
20.00 1 0.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
21.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
22.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
23.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
24.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
25.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
26.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
27.00 1 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
28.00 0 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
29.00 0 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
30.00 0 5.0 0 18.0 0 0 0.0 0.0 0.000 0 0.00 0
31.00 0 5.0 0 18.0 1 0 0.0 0.1 0.000 0 0.00 0
32.00 0 5.0 0 17.9 1 0 0.0 0.2 0.000 0 0.00 0
33.00 0 5.0 0 17.8 1 0 0.0 0.4 0.000 0 0.00 0
34.00 0 5.0 0 17.7 1 0 0.0 0.5 0.000 0 0.00 0
35.00 0 5.0 0 17.6 1 0 0.0 0.7 0.000 0 0.00 0
36.00 0 5.0 0 17.5 1 0 0.0 0.8 0.000 0 0.00 0
37.00 0 5.0 0 17.5 1 0 0.0 1.0 0.000 0 0.00 0
38.00 0 5.0 0 17.4 1 0 0.1 1.0 0.000 0 0.00 0
39.00 0 5.0 1 17.5 1 0 0.3 1.0 0.000 0 0.00 0
40.00 0 5.0 1 17.8 1 0 0.4 1.0 0.000 0 0.00 0
41.00 0 5.0 1 18.1 1 0 0.6 1.0 0.000 22 0.00 0
42.00 0 5.0 1 18.3 1 0 0.7 1.0 0.000 61 0.01 0
43.00 0 5.0 1 18.6 1 0 0.9 1.0 0.000 80 0.01 0
44.00 0 5.0 1 18.8 1 0 1.0 1.0 0.000 90 0.01 0
45.00 0 5.0 1 19.0 1 0 1.2 1.0 0.000 95 0.01 0
46.00 0 5.0 1 19.2 1 0 1.3 1.0 0.000 97 0.01 0
47.00 0 5.0 1 19.4 1 0 1.5 1.0 0.000 98 0.01 0
48.00 0 5.0 1 19.5 1 0 1.6 1.0 0.000 99 0.01 0
49.00 0 5.0 1 19.7 1 0 1.8 1.0 0.000 99 0.02 0
50.00 0 5.0 1 19.8 1 0 1.9 1.0 0.000 99 0.02 0
51.00 0 5.0 1 20.0 1 0 2.1 1.0 0.000 99 0.02 0
52.00 0 5.0 1 20.1 1 0 2.2 1.0 0.000 99 0.02 0
53.00 0 5.0 1 20.2 1 0 2.4 1.0 0.000 99 0.02 0
54.00 0 5.0 1 20.3 1 0 2.5 1.0 0.000 99 0.02 0
55.00 0 5.0 1 20.4 1 0 2.7 1.0 0.000 99 0.02 0
56.00 0 5.0 1 20.5 1 0 2.8 1.0 0.000 99 0.03 0
57.00 0 5.0 1 20.6 1 0 3.0 1.0 0.000 99 0.03 0
58.00 0 5.0 1 20.7 1 0 3.1 1.0 0.000 99 0.03 0
59.00 0 5.0 1 20.8 1 0 3.3 1.0 0.000 99 0.03 0
60.00 0 5.0 1 20.9 1 0 3.4 1.0 0.000 99 0.03 0
61.00 0 5.0 1 21.0 1 0 3.6 1.0 0.000 88 0.03 0
62.00 0 5.0 1 21.1 1 0 3.7 1.0 0.000 43 0.03 0
63.00 0 5.0 1 21.1 1 0 3.9 1.0 0.000 21 0.04 0
64.00 0 5.0 1 21.2 1 0 4.0 1.0 0.000 10 0.04 0
65.00 0 5.0 1 21.3 1 0 4.2 1.0 0.000 5 0.04 0
66.00 0 5.0 1 21.3 1 0 4.3 1.0 0.000 2 0.04 0
67.00 0 5.0 1 21.4 1 0 4.5 1.0 0.000 1 0.04 0
68.00 0 5.0 1 21.4 1 0 4.6 1.0 0.000 0 0.04 0
69.00 0 5.0 1 21.5 1 0 4.8 1.0 0.000 0 0.04 0
70.00 0 5.0 1 21.6 1 0 4.9 1.0 0.000 0 0.05 0
71.00 0 5.0 1 21.6 1 0 5.1 1.0 0.000 0 0.05 0
72.00 0 5.0 1 21.7 1 0 5.2 1.0 0.000 0 0.05 0
73.00 0 5.0 1 21.7 1 0 5.4 1.0 0.000 0 0.05 0
74.00 0 5.0 1 21.7 1 0 5.5 1.0 0.000 0 0.05 0
75.00 0 5.0 1 21.8 1 0 5.7 1.0 0.000 0 0.05 0
76.00 0 5.0 1 21.8 1 0 5.8 1.0 0.000 0 0.05 0
77.00 0 5.0 1 21.9 1 0 6.0 1.0 0.000 0 0.06 0
78.00 0 5.0 1 21.9 1 0 6.1 1.0 0.000 0 0.06 0
79.00 0 5.0 1 22.0 1 0 6.3 1.0 0.000 0 0.06 0
80.00 0 5.0 1 22.0 1 0 6.4 1.0 0.000 0 0.06 0
81.00 0 5.0 1 22.0 1 0 6.6 1.0 0.000 0 0.06 0
82.00 0 5.0 1 22.1 1 0 6.7 1.0 0.000 -50 0.06 0
83.00 0 5.0 1 22.1 1 0 6.9 1.0 0.000 -75 0.06 0
84.00 0 5.0 1 22.1 1 0 7.0 1.0 0.000 -87 0.07 0
85.00 0 5.0 1 22.2 1 0 7.2 1.0 0.000 -93 0.07 0
86.00 0 5.0 1 22.3 0 0 7.2 1.0 0.000 -96 0.07 0
87.00 0 5.0 1 22.4 0 0 7.2 1.0 0.000 -98 0.07 0
88.00 0 5.0 1 22.5 0 0 7.2 1.0 0.000 -99 0.07 0
89.00 0 5.0 1 22.6 0 0 7.2 1.0 0.000 -99 0.07 0
90.00 0 5.0 1 22.8 0 0 7.2 1.0 0.000 -99 0.07 0
91.00 0 5.0 1 22.9 0 0 7.2 1.0 0.000 -99 0.08 0
92.00 0 5.0 1 23.0 0 0 7.2 1.0 0.000 -99 0.08 0
93.00 0 5.0 1 23.1 0 0 7.2 1.0 0.000 -99 0.08 0
94.00 0 5.0 1 23.2 0 0 7.2 1.0 0.000 -99 0.08 0
95.00 0 5.0 1 23.4 0 0 7.2 1.0 0.000 -99 0.08 0
96.00 0 5.0 1 23.5 0 0 7.2 1.0 0.000 -99 0.08 0
97.00 0 5.0 1 23.6 0 0 7.2 1.0 0.000 -99 0.08 0
98.00 0 5.0 1 23.7 0 0 7.2 1.0 0.000 -99 0.09 0
99.00 0 5.0 1 23.8 0 0 7.2 1.0 0.000 -99 0.09 0
100.00 0 5.0 1 24.0 0 0 7.2 1.0 0.000 -99 0.09 0
